trip_id,stop_id,arr_t,dep_t,pax_load,ons,offs,denied,hold_time,skipped,replication,arr_sec,dep_sec,dwell_sec
911004030,386,7:29:30,7:29:39,3,3,0,0,0,0,1,26970,26979,9
911004030,388,7:30:44,7:30:55,5,2,0,0,0,0,1,27044,27055,11
911004030,389,7:31:23,7:31:23,5,0,0,0,0,0,1,27083,27083,0
911004030,390,7:31:45,7:31:53,6,1,0,0,0,0,1,27105,27113,8
911004030,391,7:32:14,7:32:14,6,0,0,0,0,0,1,27134,27134,0
911004030,14956,7:33:34,7:33:51,10,4,0,0,0,0,1,27214,27231,17
911004030,393,7:34:10,7:34:10,10,0,0,0,0,0,1,27250,27250,0
911004030,394,7:34:29,7:34:40,12,2,0,0,0,0,1,27269,27280,11
911004030,395,7:35:26,7:35:39,13,2,1,0,0,0,1,27326,27339,13
911004030,396,7:36:20,7:36:28,14,1,0,0,0,0,1,27380,27388,8
911004030,397,7:36:57,7:37:12,16,3,1,0,0,0,1,27417,27432,15
911004030,17169,7:37:42,7:37:50,17,1,0,0,0,0,1,27462,27470,8
911004030,17162,7:38:25,7:38:37,19,2,0,0,0,0,1,27505,27517,12
911004030,14959,7:39:27,7:39:40,15,0,4,0,0,0,1,27567,27580,12
911004030,402,7:40:04,7:40:04,15,0,0,0,0,0,1,27604,27604,0
911004030,403,7:40:32,7:40:32,15,0,0,0,0,0,1,27632,27632,0
911004030,17163,7:41:20,7:41:20,15,0,0,0,0,0,1,27680,27680,0
911004030,15848,7:42:32,7:42:32,15,0,0,0,0,0,1,27752,27752,0
911004030,406,7:42:58,7:43:06,13,0,2,0,0,0,1,27778,27786,8
911004030,14500,7:43:48,7:43:48,13,0,0,0,0,0,1,27828,27828,0
911004030,15852,7:44:27,7:44:34,12,0,1,0,0,0,1,27867,27874,7
911004030,409,7:44:54,7:45:30,11,1,2,0,35,0,1,27894,27930,35
911004030,18047,7:46:18,7:46:18,11,0,0,0,0,0,1,27978,27978,0
911004030,17841,7:46:55,7:47:07,13,2,0,0,0,0,1,28015,28027,12
